"Year","State","Species","Product_Type","Unit","Value","CV...."
2002,"WYOMING","TROUT","ALL PRODUCTS",NA,2,""
2002,"WYOMING","TROUT","REPORTED BY NUMBER SOLD",NA,2,""
2002,"WYOMING","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"WYOMING","TROUT","ALL PRODUCTS",NA,1,""
2002,"WYOMING","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"WYOMING","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"US","OTHER","ALL PRODUCTS",NA,572,""
2002,"US","OTHER","REPORTED BY LBS SOLD",NA,325,""
2002,"US","OTHER","REPORTED BY LBS SOLD",NA,64232000,""
2002,"US","OTHER","REPORTED BY NUMBER SOLD",NA,252,""
2002,"US","OTHER","REPORTED BY NUMBER SOLD",NA,79888000,""
2002,"US","CATFISH","ALL PRODUCTS",NA,2229,""
2002,"US","CATFISH","REPORTED BY LBS SOLD",NA,1736,""
2002,"US","CATFISH","REPORTED BY LBS SOLD",NA,608925000,""
2002,"US","CATFISH","REPORTED BY NUMBER SOLD",NA,660,""
2002,"US","CATFISH","REPORTED BY NUMBER SOLD",NA,34833000,""
2002,"US","TROUT","ALL PRODUCTS",NA,1156,""
2002,"US","TROUT","REPORTED BY LBS SOLD",NA,541,""
2002,"US","TROUT","REPORTED BY LBS SOLD",NA,40384000,""
2002,"US","TROUT","REPORTED BY NUMBER SOLD",NA,652,""
2002,"US","TROUT","REPORTED BY NUMBER SOLD",NA,120465000,""
2002,"ALABAMA","OTHER","ALL PRODUCTS",NA,29,""
2002,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,20,""
2002,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,129000,""
2002,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,11,""
2002,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,53000,""
2002,"ALABAMA","CATFISH","ALL PRODUCTS",NA,406,""
2002,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,355,""
2002,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,140973000,""
2002,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,88,""
2002,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,9518000,""
2002,"ALASKA","OTHER","ALL PRODUCTS",NA,19,""
2002,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2002,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,18,""
2002,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,18779000,""
2002,"ALASKA","TROUT","ALL PRODUCTS",NA,1,""
2002,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ARIZONA","OTHER","ALL PRODUCTS",NA,3,""
2002,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,2,""
2002,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"ARIZONA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2002,"ARIZONA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ARIZONA","CATFISH","ALL PRODUCTS",NA,2,""
2002,"ARIZONA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2002,"ARIZONA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"ARIZONA","TROUT","ALL PRODUCTS",NA,2,""
2002,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,1,""
2002,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ARKANSAS","OTHER","ALL PRODUCTS",NA,12,""
2002,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,10,""
2002,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,632000,""
2002,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2002,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,154,""
2002,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,150,""
2002,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,91212000,""
2002,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,6,""
2002,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ARKANSAS","TROUT","ALL PRODUCTS",NA,8,""
2002,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,3,""
2002,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,5,""
2002,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,34,""
2002,"CALIFORNIA","OTHER","REPORTED BY LBS SOLD",NA,30,""
2002,"CALIFORNIA","OTHER","REPORTED BY LBS SOLD",NA,11647000,""
2002,"CALIFORNIA","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"CALIFORNIA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,67,""
2002,"CALIFORNIA","CATFISH","REPORTED BY LBS SOLD",NA,50,""
2002,"CALIFORNIA","CATFISH","REPORTED BY LBS SOLD",NA,3530000,""
2002,"CALIFORNIA","CATFISH","REPORTED BY NUMBER SOLD",NA,22,""
2002,"CALIFORNIA","CATFISH","REPORTED BY NUMBER SOLD",NA,126000,""
2002,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,42,""
2002,"CALIFORNIA","TROUT","REPORTED BY LBS SOLD",NA,12,""
2002,"CALIFORNIA","TROUT","REPORTED BY LBS SOLD",NA,4094000,""
2002,"CALIFORNIA","TROUT","REPORTED BY NUMBER SOLD",NA,34,""
2002,"CALIFORNIA","TROUT","REPORTED BY NUMBER SOLD",NA,9046000,""
2002,"COLORADO","OTHER","ALL PRODUCTS",NA,2,""
2002,"COLORADO","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2002,"COLORADO","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"COLORADO","CATFISH","ALL PRODUCTS",NA,5,""
2002,"COLORADO","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2002,"COLORADO","CATFISH","REPORTED BY LBS SOLD",NA,3000,""
2002,"COLORADO","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2002,"COLORADO","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"COLORADO","TROUT","ALL PRODUCTS",NA,52,""
2002,"COLORADO","TROUT","REPORTED BY LBS SOLD",NA,24,""
2002,"COLORADO","TROUT","REPORTED BY LBS SOLD",NA,1146000,""
2002,"COLORADO","TROUT","REPORTED BY NUMBER SOLD",NA,28,""
2002,"COLORADO","TROUT","REPORTED BY NUMBER SOLD",NA,12062000,""
2002,"CONNECTICUT","OTHER","ALL PRODUCTS",NA,3,""
2002,"CONNECTICUT","OTHER","REPORTED BY NUMBER SOLD",NA,3,""
2002,"CONNECTICUT","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"CONNECTICUT","CATFISH","ALL PRODUCTS",NA,2,""
2002,"CONNECTICUT","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2002,"CONNECTICUT","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,6,""
2002,"CONNECTICUT","TROUT","REPORTED BY LBS SOLD",NA,2,""
2002,"CONNECTICUT","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"CONNECTICUT","TROUT","REPORTED BY NUMBER SOLD",NA,4,""
2002,"CONNECTICUT","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"DELAWARE","OTHER","ALL PRODUCTS",NA,5,""
2002,"DELAWARE","OTHER","REPORTED BY LBS SOLD",NA,4,""
2002,"DELAWARE","OTHER","REPORTED BY LBS SOLD",NA,2000,""
2002,"DELAWARE","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2002,"DELAWARE","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"DELAWARE","CATFISH","ALL PRODUCTS",NA,1,""
2002,"DELAWARE","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2002,"DELAWARE","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"FLORIDA","OTHER","ALL PRODUCTS",NA,47,""
2002,"FLORIDA","OTHER","REPORTED BY LBS SOLD",NA,26,""
2002,"FLORIDA","OTHER","REPORTED BY LBS SOLD",NA,834000,""
2002,"FLORIDA","OTHER","REPORTED BY NUMBER SOLD",NA,22,""
2002,"FLORIDA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"FLORIDA","CATFISH","ALL PRODUCTS",NA,96,""
2002,"FLORIDA","CATFISH","REPORTED BY LBS SOLD",NA,69,""
2002,"FLORIDA","CATFISH","REPORTED BY LBS SOLD",NA,2291000,""
2002,"FLORIDA","CATFISH","REPORTED BY NUMBER SOLD",NA,44,""
2002,"FLORIDA","CATFISH","REPORTED BY NUMBER SOLD",NA,244000,""
2002,"FLORIDA","TROUT","ALL PRODUCTS",NA,3,""
2002,"FLORIDA","TROUT","REPORTED BY LBS SOLD",NA,3,""
2002,"FLORIDA","TROUT","REPORTED BY LBS SOLD",NA,4000,""
2002,"GEORGIA","OTHER","ALL PRODUCTS",NA,2,""
2002,"GEORGIA","OTHER","REPORTED BY LBS SOLD",NA,2,""
2002,"GEORGIA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"GEORGIA","CATFISH","ALL PRODUCTS",NA,112,""
2002,"GEORGIA","CATFISH","REPORTED BY LBS SOLD",NA,89,""
2002,"GEORGIA","CATFISH","REPORTED BY LBS SOLD",NA,1682000,""
2002,"GEORGIA","CATFISH","REPORTED BY NUMBER SOLD",NA,46,""
2002,"GEORGIA","CATFISH","REPORTED BY NUMBER SOLD",NA,738000,""
2002,"GEORGIA","TROUT","ALL PRODUCTS",NA,16,""
2002,"GEORGIA","TROUT","REPORTED BY LBS SOLD",NA,14,""
2002,"GEORGIA","TROUT","REPORTED BY LBS SOLD",NA,281000,""
2002,"GEORGIA","TROUT","REPORTED BY NUMBER SOLD",NA,2,""
2002,"GEORGIA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"HAWAII","OTHER","ALL PRODUCTS",NA,24,""
2002,"HAWAII","OTHER","REPORTED BY LBS SOLD",NA,20,""
2002,"HAWAII","OTHER","REPORTED BY LBS SOLD",NA,506000,""
2002,"HAWAII","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"HAWAII","OTHER","REPORTED BY NUMBER SOLD",NA,4000,""
2002,"HAWAII","CATFISH","ALL PRODUCTS",NA,18,""
2002,"HAWAII","CATFISH","REPORTED BY LBS SOLD",NA,12,""
2002,"HAWAII","CATFISH","REPORTED BY LBS SOLD",NA,35000,""
2002,"HAWAII","CATFISH","REPORTED BY NUMBER SOLD",NA,7,""
2002,"HAWAII","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"HAWAII","TROUT","ALL PRODUCTS",NA,1,""
2002,"HAWAII","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"HAWAII","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"IDAHO","OTHER","ALL PRODUCTS",NA,8,""
2002,"IDAHO","OTHER","REPORTED BY LBS SOLD",NA,8,""
2002,"IDAHO","OTHER","REPORTED BY LBS SOLD",NA,1264000,""
2002,"IDAHO","CATFISH","ALL PRODUCTS",NA,4,""
2002,"IDAHO","CATFISH","REPORTED BY LBS SOLD",NA,4,""
2002,"IDAHO","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"IDAHO","TROUT","ALL PRODUCTS",NA,55,""
2002,"IDAHO","TROUT","REPORTED BY LBS SOLD",NA,28,""
2002,"IDAHO","TROUT","REPORTED BY LBS SOLD",NA,14024000,""
2002,"IDAHO","TROUT","REPORTED BY NUMBER SOLD",NA,27,""
2002,"IDAHO","TROUT","REPORTED BY NUMBER SOLD",NA,45433000,""
2002,"ILLINOIS","OTHER","ALL PRODUCTS",NA,10,""
2002,"ILLINOIS","OTHER","REPORTED BY LBS SOLD",NA,6,""
2002,"ILLINOIS","OTHER","REPORTED BY LBS SOLD",NA,256000,""
2002,"ILLINOIS","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"ILLINOIS","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ILLINOIS","CATFISH","ALL PRODUCTS",NA,29,""
2002,"ILLINOIS","CATFISH","REPORTED BY LBS SOLD",NA,23,""
2002,"ILLINOIS","CATFISH","REPORTED BY LBS SOLD",NA,294000,""
2002,"ILLINOIS","CATFISH","REPORTED BY NUMBER SOLD",NA,11,""
2002,"ILLINOIS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"ILLINOIS","TROUT","ALL PRODUCTS",NA,4,""
2002,"ILLINOIS","TROUT","REPORTED BY LBS SOLD",NA,4,""
2002,"ILLINOIS","TROUT","REPORTED BY LBS SOLD",NA,26000,""
2002,"INDIANA","OTHER","ALL PRODUCTS",NA,12,""
2002,"INDIANA","OTHER","REPORTED BY LBS SOLD",NA,8,""
2002,"INDIANA","OTHER","REPORTED BY LBS SOLD",NA,15000,""
2002,"INDIANA","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"INDIANA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"INDIANA","CATFISH","ALL PRODUCTS",NA,15,""
2002,"INDIANA","CATFISH","REPORTED BY LBS SOLD",NA,9,""
2002,"INDIANA","CATFISH","REPORTED BY LBS SOLD",NA,3000,""
2002,"INDIANA","CATFISH","REPORTED BY NUMBER SOLD",NA,10,""
2002,"INDIANA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"INDIANA","TROUT","ALL PRODUCTS",NA,4,""
2002,"INDIANA","TROUT","REPORTED BY LBS SOLD",NA,2,""
2002,"INDIANA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"INDIANA","TROUT","REPORTED BY NUMBER SOLD",NA,2,""
2002,"INDIANA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"IOWA","OTHER","ALL PRODUCTS",NA,7,""
2002,"IOWA","OTHER","REPORTED BY LBS SOLD",NA,2,""
2002,"IOWA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"IOWA","OTHER","REPORTED BY NUMBER SOLD",NA,5,""
2002,"IOWA","OTHER","REPORTED BY NUMBER SOLD",NA,8000,""
2002,"IOWA","CATFISH","ALL PRODUCTS",NA,15,""
2002,"IOWA","CATFISH","REPORTED BY LBS SOLD",NA,8,""
2002,"IOWA","CATFISH","REPORTED BY LBS SOLD",NA,31000,""
2002,"IOWA","CATFISH","REPORTED BY NUMBER SOLD",NA,8,""
2002,"IOWA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"IOWA","TROUT","ALL PRODUCTS",NA,7,""
2002,"IOWA","TROUT","REPORTED BY LBS SOLD",NA,2,""
2002,"IOWA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"IOWA","TROUT","REPORTED BY NUMBER SOLD",NA,5,""
2002,"IOWA","TROUT","REPORTED BY NUMBER SOLD",NA,1415000,""
2002,"KANSAS","OTHER","ALL PRODUCTS",NA,1,""
2002,"KANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2002,"KANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"KANSAS","CATFISH","ALL PRODUCTS",NA,21,""
2002,"KANSAS","CATFISH","REPORTED BY LBS SOLD",NA,13,""
2002,"KANSAS","CATFISH","REPORTED BY LBS SOLD",NA,206000,""
2002,"KANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,11,""
2002,"KANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"KANSAS","TROUT","ALL PRODUCTS",NA,1,""
2002,"KANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"KANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"KENTUCKY","OTHER","ALL PRODUCTS",NA,2,""
2002,"KENTUCKY","OTHER","REPORTED BY LBS SOLD",NA,1,""
2002,"KENTUCKY","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"KENTUCKY","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2002,"KENTUCKY","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"KENTUCKY","CATFISH","ALL PRODUCTS",NA,68,""
2002,"KENTUCKY","CATFISH","REPORTED BY LBS SOLD",NA,62,""
2002,"KENTUCKY","CATFISH","REPORTED BY LBS SOLD",NA,1225000,""
2002,"KENTUCKY","CATFISH","REPORTED BY NUMBER SOLD",NA,10,""
2002,"KENTUCKY","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"KENTUCKY","TROUT","ALL PRODUCTS",NA,2,""
2002,"KENTUCKY","TROUT","REPORTED BY LBS SOLD",NA,1,""
2002,"KENTUCKY","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"KENTUCKY","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"KENTUCKY","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"LOUISIANA","OTHER","ALL PRODUCTS",NA,7,""
2002,"LOUISIANA","OTHER","REPORTED BY LBS SOLD",NA,3,""
2002,"LOUISIANA","OTHER","REPORTED BY LBS SOLD",NA,231000,""
2002,"LOUISIANA","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"LOUISIANA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"LOUISIANA","CATFISH","ALL PRODUCTS",NA,92,""
2002,"LOUISIANA","CATFISH","REPORTED BY LBS SOLD",NA,80,""
2002,"LOUISIANA","CATFISH","REPORTED BY LBS SOLD",NA,26661000,""
2002,"LOUISIANA","CATFISH","REPORTED BY NUMBER SOLD",NA,12,""
2002,"LOUISIANA","CATFISH","REPORTED BY NUMBER SOLD",NA,411000,""
2002,"MAINE","OTHER","ALL PRODUCTS",NA,7,""
2002,"MAINE","OTHER","REPORTED BY LBS SOLD",NA,5,""
2002,"MAINE","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"MAINE","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2002,"MAINE","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MAINE","TROUT","ALL PRODUCTS",NA,23,""
2002,"MAINE","TROUT","REPORTED BY LBS SOLD",NA,6,""
2002,"MAINE","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"MAINE","TROUT","REPORTED BY NUMBER SOLD",NA,18,""
2002,"MAINE","TROUT","REPORTED BY NUMBER SOLD",NA,715000,""
2002,"MARYLAND","OTHER","ALL PRODUCTS",NA,11,""
2002,"MARYLAND","OTHER","REPORTED BY LBS SOLD",NA,8,""
2002,"MARYLAND","OTHER","REPORTED BY LBS SOLD",NA,58000,""
2002,"MARYLAND","OTHER","REPORTED BY NUMBER SOLD",NA,3,""
2002,"MARYLAND","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MARYLAND","CATFISH","ALL PRODUCTS",NA,4,""
2002,"MARYLAND","CATFISH","REPORTED BY LBS SOLD",NA,4,""
2002,"MARYLAND","CATFISH","REPORTED BY LBS SOLD",NA,8000,""
2002,"MARYLAND","TROUT","ALL PRODUCTS",NA,7,""
2002,"MARYLAND","TROUT","REPORTED BY LBS SOLD",NA,5,""
2002,"MARYLAND","TROUT","REPORTED BY LBS SOLD",NA,2000,""
2002,"MARYLAND","TROUT","REPORTED BY NUMBER SOLD",NA,2,""
2002,"MARYLAND","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MASSACHUSETTS","OTHER","ALL PRODUCTS",NA,3,""
2002,"MASSACHUSETTS","OTHER","REPORTED BY NUMBER SOLD",NA,3,""
2002,"MASSACHUSETTS","OTHER","REPORTED BY NUMBER SOLD",NA,111000,""
2002,"MASSACHUSETTS","TROUT","ALL PRODUCTS",NA,12,""
2002,"MASSACHUSETTS","TROUT","REPORTED BY LBS SOLD",NA,6,""
2002,"MASSACHUSETTS","TROUT","REPORTED BY LBS SOLD",NA,43000,""
2002,"MASSACHUSETTS","TROUT","REPORTED BY NUMBER SOLD",NA,7,""
2002,"MASSACHUSETTS","TROUT","REPORTED BY NUMBER SOLD",NA,694000,""
2002,"MICHIGAN","OTHER","ALL PRODUCTS",NA,11,""
2002,"MICHIGAN","OTHER","REPORTED BY NUMBER SOLD",NA,11,""
2002,"MICHIGAN","OTHER","REPORTED BY NUMBER SOLD",NA,7000,""
2002,"MICHIGAN","CATFISH","ALL PRODUCTS",NA,14,""
2002,"MICHIGAN","CATFISH","REPORTED BY LBS SOLD",NA,6,""
2002,"MICHIGAN","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"MICHIGAN","CATFISH","REPORTED BY NUMBER SOLD",NA,8,""
2002,"MICHIGAN","CATFISH","REPORTED BY NUMBER SOLD",NA,1000,""
2002,"MICHIGAN","TROUT","ALL PRODUCTS",NA,37,""
2002,"MICHIGAN","TROUT","REPORTED BY LBS SOLD",NA,14,""
2002,"MICHIGAN","TROUT","REPORTED BY LBS SOLD",NA,290000,""
2002,"MICHIGAN","TROUT","REPORTED BY NUMBER SOLD",NA,28,""
2002,"MICHIGAN","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MINNESOTA","OTHER","ALL PRODUCTS",NA,11,""
2002,"MINNESOTA","OTHER","REPORTED BY LBS SOLD",NA,7,""
2002,"MINNESOTA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"MINNESOTA","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2002,"MINNESOTA","OTHER","REPORTED BY NUMBER SOLD",NA,27000,""
2002,"MINNESOTA","CATFISH","ALL PRODUCTS",NA,1,""
2002,"MINNESOTA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2002,"MINNESOTA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"MINNESOTA","TROUT","ALL PRODUCTS",NA,37,""
2002,"MINNESOTA","TROUT","REPORTED BY LBS SOLD",NA,34,""
2002,"MINNESOTA","TROUT","REPORTED BY LBS SOLD",NA,246000,""
2002,"MINNESOTA","TROUT","REPORTED BY NUMBER SOLD",NA,3,""
2002,"MINNESOTA","TROUT","REPORTED BY NUMBER SOLD",NA,3000,""
2002,"MISSISSIPPI","OTHER","ALL PRODUCTS",NA,6,""
2002,"MISSISSIPPI","OTHER","REPORTED BY LBS SOLD",NA,5,""
2002,"MISSISSIPPI","OTHER","REPORTED BY LBS SOLD",NA,2773000,""
2002,"MISSISSIPPI","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2002,"MISSISSIPPI","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MISSISSIPPI","CATFISH","ALL PRODUCTS",NA,500,""
2002,"MISSISSIPPI","CATFISH","REPORTED BY LBS SOLD",NA,438,""
2002,"MISSISSIPPI","CATFISH","REPORTED BY LBS SOLD",NA,327821000,""
2002,"MISSISSIPPI","CATFISH","REPORTED BY NUMBER SOLD",NA,78,""
2002,"MISSISSIPPI","CATFISH","REPORTED BY NUMBER SOLD",NA,14731000,""
2002,"MISSOURI","OTHER","ALL PRODUCTS",NA,4,""
2002,"MISSOURI","OTHER","REPORTED BY LBS SOLD",NA,2,""
2002,"MISSOURI","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"MISSOURI","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2002,"MISSOURI","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"MISSOURI","CATFISH","ALL PRODUCTS",NA,49,""
2002,"MISSOURI","CATFISH","REPORTED BY LBS SOLD",NA,34,""
2002,"MISSOURI","CATFISH","REPORTED BY LBS SOLD",NA,1067000,""
2002,"MISSOURI","CATFISH","REPORTED BY NUMBER SOLD",NA,27,""
2002,"MISSOURI","CATFISH","REPORTED BY NUMBER SOLD",NA,2804000,""
2002,"MISSOURI","TROUT","ALL PRODUCTS",NA,15,""
2002,"MISSOURI","TROUT","REPORTED BY LBS SOLD",NA,13,""
2002,"MISSOURI","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"MISSOURI","TROUT","REPORTED BY NUMBER SOLD",NA,7,""
2002,"MISSOURI","TROUT","REPORTED BY NUMBER SOLD",NA,1977000,""
2002,"MONTANA","OTHER","ALL PRODUCTS",NA,2,""
2002,"MONTANA","OTHER","REPORTED BY LBS SOLD",NA,2,""
2002,"MONTANA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"MONTANA","CATFISH","ALL PRODUCTS",NA,1,""
2002,"MONTANA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2002,"MONTANA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"MONTANA","TROUT","ALL PRODUCTS",NA,24,""
2002,"MONTANA","TROUT","REPORTED BY LBS SOLD",NA,11,""
2002,"MONTANA","TROUT","REPORTED BY LBS SOLD",NA,151000,""
2002,"MONTANA","TROUT","REPORTED BY NUMBER SOLD",NA,13,""
2002,"MONTANA","TROUT","REPORTED BY NUMBER SOLD",NA,3394000,""
2002,"NEBRASKA","OTHER","ALL PRODUCTS",NA,10,""
2002,"NEBRASKA","OTHER","REPORTED BY LBS SOLD",NA,7,""
2002,"NEBRASKA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2002,"NEBRASKA","OTHER","REPORTED BY NUMBER SOLD",NA,5,""
2002,"NEBRASKA","OTHER","REPORTED BY NUMBER SOLD",NA,16000,""
2002,"NEBRASKA","CATFISH","ALL PRODUCTS",NA,4,""
2002,"NEBRASKA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2002,"NEBRASKA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"NEBRASKA","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2002,"NEBRASKA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"NEBRASKA","TROUT","ALL PRODUCTS",NA,13,""
2002,"NEBRASKA","TROUT","REPORTED BY LBS SOLD",NA,7,""
2002,"NEBRASKA","TROUT","REPORTED BY LBS SOLD",NA,352000,""
2002,"NEBRASKA","TROUT","REPORTED BY NUMBER SOLD",NA,6,""
2002,"NEBRASKA","TROUT","REPORTED BY NUMBER SOLD",NA,141000,""
2002,"NEVADA","CATFISH","ALL PRODUCTS",NA,3,""
2002,"NEVADA","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2002,"NEVADA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2002,"NEVADA","TROUT","ALL PRODUCTS",NA,3,""
2002,"NEVADA","TROUT","REPORTED BY LBS SOLD",NA,2,""
2002,"NEVADA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2002,"NEVADA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2002,"NEVADA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2002,"NEW HAMPSHIRE","TROUT","ALL PRODUCTS",NA,10,""
2002,"NEW HAMPSHIRE","TROUT","REPORTED BY LBS SOLD",NA,5,""
